,Price,Age,Position,Squad,Appearances,PPG,Goals,Assists,Own Goals,Subs In,Subs Out,Yellows,Second Yellows,Red,Penalty Goals,Minutes per goal,Minutes played,Team
100,32000000.0,23.0,Left Winger,107.0,90.0,1.72,9.0,16.0,0.0,28.0,43.0,1.0,0.0,0.0,0.0,1355.0,5.48,Everton
101,20000000.0,27.0,Left Winger,67.0,65.0,1.8,12.0,8.0,0.0,10.0,39.0,11.0,0.0,0.0,0.0,225.15,4.55,Everton
102,15000000.0,30.0,Right Winger,82.0,70.0,1.54,13.0,10.0,0.0,24.0,21.0,3.0,0.0,0.0,0.0,657.0,4.24,Everton
103,40000000.0,19.0,Centre-Forward,66.0,37.0,1.3,11.0,0.0,0.0,18.0,11.0,7.0,0.0,0.0,0.0,399.0,662.22,Everton
104,20000000.0,22.0,Centre-Forward,85.0,82.0,1.33,16.0,10.0,0.0,36.0,18.0,8.0,0.0,0.0,0.0,554.0,4.43,Everton
105,15000000.0,28.0,Centre-Forward,82.0,67.0,1.42,23.0,6.0,0.0,25.0,22.0,7.0,0.0,0.0,4.0,451.0,3.96,Everton
106,6000000.0,29.0,Centre-Forward,58.0,47.0,1.13,12.0,5.0,0.0,22.0,17.0,2.0,0.0,0.0,0.0,108.0,2.42,Everton
107,20000000.0,23.0,Centre-Back,55.0,41.0,1.17,1.0,0.0,0.0,4.0,4.0,7.0,1.0,1.0,0.0,2.44,806.44,Leicester
108,12000000.0,31.0,Centre-Back,70.0,59.0,1.09,3.0,1.0,1.0,5.0,6.0,11.0,0.0,0.0,0.0,3.63,4.9,Leicester
109,11000000.0,22.0,Centre-Back,69.0,60.0,2.22,6.0,2.0,0.0,5.0,8.0,6.0,0.0,0.0,0.0,645.14,4.86,Leicester
110,2000000.0,35.0,Centre-Back,73.0,60.0,1.38,3.0,0.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,723.0,5.29,Leicester
111,35000000.0,22.0,Left-Back,76.0,68.0,1.47,0.0,7.0,0.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,5.74,Leicester
112,3000000.0,33.0,Left-Back,80.0,37.0,1.43,1.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,656.0,658.34,Leicester
113,30000000.0,26.0,Right-Back,89.0,80.0,1.89,4.0,14.0,0.0,4.0,7.0,12.0,0.0,0.0,0.0,3.39,6.79,Leicester
114,4000000.0,21.0,Right-Back,106.0,74.0,2.14,5.0,9.0,0.0,17.0,4.0,2.0,0.0,0.0,0.0,718.31,5.35,Leicester
115,35000000.0,22.0,Defensive Midfield,81.0,78.0,1.42,3.0,5.0,0.0,2.0,7.0,14.0,2.0,0.0,0.0,5.03,6.77,Leicester
116,10000000.0,22.0,Defensive Midfield,59.0,54.0,1.59,0.0,3.0,0.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,4.17,Leicester
117,8000000.0,27.0,Defensive Midfield,79.0,53.0,1.36,0.0,1.0,0.0,14.0,11.0,8.0,0.0,0.0,0.0,0.0,3.5,Leicester
118,7000000.0,24.0,Defensive Midfield,38.0,25.0,1.64,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,731.15,Leicester
119,45000000.0,22.0,Central Midfield,84.0,78.0,1.39,9.0,8.0,0.0,11.0,21.0,14.0,0.0,0.0,1.0,465.06,5.77,Leicester
120,24000000.0,25.0,Central Midfield,74.0,72.0,1.43,3.0,5.0,0.0,2.0,15.0,11.0,0.0,0.0,0.0,4.53,6.13,Leicester
121,1500000.0,28.0,Central Midfield,20.0,18.0,1.11,0.0,1.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,253.09,Leicester
122,10000000.0,29.0,Right Midfield,78.0,74.0,1.43,5.0,11.0,0.0,19.0,23.0,8.0,0.0,1.0,0.0,646.48,4.9,Leicester
123,12000000.0,21.0,Left Midfield,88.0,82.0,1.42,20.0,17.0,0.0,14.0,35.0,2.0,0.0,0.0,0.0,575.0,5.75,Leicester
124,45000000.0,22.0,Attacking Midfield,91.0,87.0,1.31,22.0,18.0,0.0,5.0,36.0,12.0,1.0,0.0,5.0,693.0,7.04,Leicester
125,20000000.0,23.0,Left Winger,87.0,83.0,1.45,8.0,5.0,0.0,34.0,29.0,4.0,0.0,0.0,0.0,1162.0,4.65,Leicester
126,20000000.0,26.0,Second Striker,81.0,78.0,1.23,23.0,8.0,1.0,15.0,28.0,6.0,0.0,0.0,0.0,490.0,5.59,Leicester
127,20000000.0,32.0,Centre-Forward,80.0,78.0,1.37,41.0,5.0,0.0,7.0,26.0,6.0,0.0,1.0,10.0,314.0,6.43,Leicester
128,12000000.0,23.0,Centre-Forward,83.0,65.0,1.2,11.0,8.0,0.0,37.0,23.0,6.0,0.0,0.0,0.0,780.0,2.69,Leicester
129,15000000.0,28.0,Centre-Back,79.0,78.0,1.87,7.0,2.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,913.1,6.94,Wolves
130,15000000.0,26.0,Centre-Back,96.0,94.0,1.84,1.0,2.0,4.0,0.0,0.0,10.0,0.0,1.0,1.0,4.3,8.47,Wolves
131,10000000.0,22.0,Centre-Back,47.0,19.0,2.1,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,491.0,492.0,Wolves
132,7000000.0,29.0,Centre-Back,88.0,73.0,1.94,2.0,1.0,1.0,4.0,0.0,20.0,0.0,0.0,0.0,6.37,6.37,Wolves
134,20000000.0,25.0,Left-Back,82.0,79.0,1.48,3.0,4.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,5.08,6.86,Wolves
135,10000000.0,20.0,Left-Back,70.0,35.0,1.83,1.0,2.0,0.0,12.0,6.0,1.0,0.0,1.0,0.0,1.06,988.06,Wolves
136,15000000.0,27.0,Right-Back,94.0,92.0,1.87,12.0,15.0,1.0,4.0,8.0,7.0,1.0,0.0,0.0,466.04,7.89,Wolves
137,50000000.0,22.0,Defensive Midfield,86.0,82.0,1.85,11.0,5.0,0.0,2.0,16.0,21.0,1.0,0.0,2.0,1279.0,7.0,Wolves
138,25000000.0,24.0,Defensive Midfield,79.0,70.0,1.66,3.0,3.0,1.0,3.0,5.0,9.0,0.0,2.0,0.0,4.82,5.87,Wolves
139,5000000.0,29.0,Defensive Midfield,86.0,70.0,1.92,6.0,1.0,0.0,14.0,10.0,20.0,0.0,0.0,0.0,1758.0,5.23,Wolves
140,10000000.0,33.0,Central Midfield,93.0,88.0,1.76,2.0,15.0,0.0,10.0,15.0,12.0,0.0,0.0,0.0,7.02,7.02,Wolves
141,8000000.0,19.0,Central Midfield,73.0,48.0,1.6,0.0,2.0,0.0,34.0,10.0,2.0,0.0,0.0,0.0,0.0,499.03,Wolves
142,2500000.0,21.0,Central Midfield,47.0,10.0,0.6,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,717.0,Wolves
143,250000.0,24.0,Central Midfield,53.0,38.0,1.26,0.0,1.0,0.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,613.03,Wolves
144,35000000.0,22.0,Left Winger,83.0,83.0,1.87,28.0,13.0,0.0,8.0,44.0,21.0,0.0,0.0,1.0,467.0,6.3,Wolves
145,15000000.0,23.0,Right Winger,91.0,76.0,1.37,6.0,15.0,0.0,32.0,18.0,5.0,0.0,2.0,0.0,556.25,4.03,Wolves
146,7000000.0,19.0,Right Winger,45.0,16.0,0.81,1.0,1.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,906.0,991.0,Wolves
147,35000000.0,28.0,Centre-Forward,90.0,87.0,1.79,25.0,15.0,0.0,37.0,22.0,7.0,0.0,0.0,3.0,391.0,5.0,Wolves
148,25000000.0,21.0,Centre-Forward,103.0,89.0,1.77,27.0,7.0,0.0,41.0,30.0,6.0,0.0,0.0,0.0,361.0,4.59,Wolves
149,18000000.0,26.0,Centre-Back,72.0,69.0,1.25,3.0,1.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,1.02,5.89,Newcastle
150,12000000.0,27.0,Centre-Back,71.0,55.0,1.28,6.0,3.0,0.0,3.0,6.0,22.0,0.0,0.0,0.0,579.2,4.71,Newcastle
151,8000000.0,28.0,Centre-Back,44.0,38.0,1.18,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.29,Newcastle
152,7000000.0,30.0,Centre-Back,75.0,57.0,1.14,1.0,2.0,1.0,3.0,6.0,8.0,0.0,0.0,0.0,2.93,4.78,Newcastle
153,6000000.0,30.0,Centre-Back,60.0,36.0,1.03,5.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,1324.0,3.01,Newcastle
154,7000000.0,28.0,Left-Back,54.0,48.0,1.31,0.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,3.74,Newcastle
155,5000000.0,25.0,Left-Back,78.0,65.0,1.82,0.0,7.0,0.0,27.0,16.0,9.0,1.0,1.0,0.0,0.0,3.46,Newcastle
156,8000000.0,26.0,Right-Back,74.0,63.0,1.05,1.0,4.0,2.0,4.0,2.0,11.0,0.0,1.0,0.0,2.48,5.32,Newcastle
157,5000000.0,25.0,Right-Back,79.0,48.0,0.96,1.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,3.06,949.06,Newcastle
158,5000000.0,25.0,Right-Back,79.0,44.0,1.09,0.0,4.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,3.32,Newcastle
159,75000.0,23.0,Right-Back,48.0,35.0,1.35,1.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.83,3.01,Newcastle
160,10000000.0,24.0,Defensive Midfield,69.0,57.0,1.37,2.0,4.0,0.0,18.0,15.0,11.0,0.0,1.0,0.0,3.63,3.63,Newcastle
161,6000000.0,30.0,Defensive Midfield,57.0,51.0,1.18,2.0,4.0,0.0,11.0,10.0,5.0,0.0,0.0,0.0,1.15,3.69,Newcastle
162,18000000.0,22.0,Central Midfield,81.0,71.0,1.46,12.0,12.0,0.0,7.0,25.0,6.0,0.0,0.0,0.0,1128.0,5.67,Newcastle
163,15000000.0,27.0,Central Midfield,61.0,51.0,1.12,4.0,4.0,0.0,12.0,7.0,4.0,1.0,1.0,0.0,521.26,3.56,Newcastle
164,12000000.0,30.0,Right Midfield,80.0,77.0,1.23,6.0,15.0,0.0,5.0,27.0,16.0,0.0,0.0,2.0,2.08,6.25,Newcastle
165,20000000.0,25.0,Attacking Midfield,49.0,48.0,1.98,13.0,13.0,0.0,1.0,18.0,4.0,0.0,0.0,4.0,250.0,766.25,Newcastle
166,1000000.0,29.0,Attacking Midfield,53.0,48.0,1.23,3.0,4.0,0.0,11.0,17.0,1.0,0.0,0.0,0.0,2.29,3.33,Newcastle
167,6000000.0,27.0,Left Winger,66.0,61.0,1.2,3.0,2.0,0.0,26.0,14.0,3.0,0.0,0.0,0.0,896.62,3.41,Newcastle
168,25000000.0,22.0,Right Winger,78.0,76.0,1.42,11.0,14.0,0.0,6.0,38.0,4.0,0.0,0.0,1.0,1106.0,6.03,Newcastle
169,35000000.0,23.0,Centre-Forward,66.0,66.0,1.45,19.0,11.0,0.0,14.0,19.0,12.0,0.0,1.0,1.0,487.0,4.61,Newcastle
170,15000000.0,29.0,Centre-Forward,84.0,79.0,1.45,30.0,12.0,0.0,19.0,31.0,6.0,1.0,0.0,0.0,485.0,5.12,Newcastle
171,9000000.0,27.0,Centre-Forward,58.0,48.0,1.04,11.0,5.0,0.0,21.0,15.0,3.0,0.0,0.0,0.0,800.0,595.07,Newcastle
172,6000000.0,30.0,Centre-Forward,41.0,32.0,1.31,4.0,1.0,0.0,20.0,6.0,7.0,1.0,0.0,0.0,854.0,1427.0,Newcastle
173,20000000.0,27.0,Centre-Back,69.0,60.0,1.28,3.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,1.02,5.39,Southampton
174,15000000.0,23.0,Centre-Back,55.0,42.0,1.35,1.0,2.0,0.0,1.0,5.0,12.0,0.0,1.0,0.0,1.22,3.55,Southampton
175,8000000.0,25.0,Centre-Back,72.0,59.0,1.12,4.0,1.0,0.0,5.0,2.0,11.0,0.0,1.0,0.0,902.17,4.88,Southampton
176,8000000.0,21.0,Centre-Back,65.0,40.0,1.25,3.0,2.0,1.0,9.0,6.0,8.0,0.0,0.0,0.0,689.45,2.83,Southampton
177,7000000.0,31.0,Centre-Back,69.0,48.0,1.19,2.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,1.17,4.13,Southampton
178,15000000.0,30.0,Left-Back,66.0,64.0,1.08,1.0,4.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,2.16,5.7,Southampton
179,1000000.0,24.0,Left-Back,42.0,24.0,1.54,6.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,2.0,159.0,1296.0,Southampton
180,12000000.0,28.0,Right-Back,81.0,67.0,1.15,2.0,7.0,0.0,6.0,6.0,10.0,0.0,0.0,0.0,5.51,5.51,Southampton
181,7000000.0,20.0,Right-Back,52.0,50.0,1.56,2.0,4.0,0.0,4.0,9.0,6.0,1.0,0.0,0.0,1.49,4.04,Southampton
182,10000000.0,28.0,Defensive Midfield,80.0,73.0,1.12,2.0,0.0,0.0,8.0,17.0,24.0,0.0,0.0,0.0,5.6,5.6,Southampton
183,18000000.0,25.0,Central Midfield,85.0,64.0,1.06,12.0,4.0,1.0,15.0,12.0,8.0,0.0,0.0,1.0,753.0,4.41,Southampton
184,15000000.0,24.0,Central Midfield,75.0,65.0,1.14,5.0,4.0,0.0,4.0,10.0,15.0,1.0,1.0,0.0,738.43,5.38,Southampton
185,8000000.0,27.0,Central Midfield,83.0,73.0,1.56,9.0,8.0,0.0,29.0,27.0,3.0,0.0,0.0,0.0,881.0,3.98,Southampton
186,20000000.0,25.0,Left Winger,83.0,79.0,1.07,10.0,10.0,0.0,17.0,18.0,6.0,0.0,0.0,0.0,405.11,5.73,Southampton
187,12000000.0,21.0,Left Winger,74.0,61.0,1.69,12.0,7.0,0.0,33.0,16.0,14.0,1.0,0.0,0.0,407.0,177.56,Southampton
188,12000000.0,26.0,Left Winger,72.0,65.0,1.05,5.0,6.0,0.0,25.0,35.0,7.0,0.0,0.0,0.0,1444.0,3.59,Southampton
189,15000000.0,27.0,Centre-Forward,62.0,48.0,1.5,10.0,5.0,0.0,12.0,24.0,2.0,0.0,0.0,3.0,746.0,2.81,Southampton
190,12000000.0,23.0,Centre-Forward,83.0,81.0,1.21,31.0,7.0,0.0,18.0,26.0,6.0,0.0,1.0,1.0,375.0,5.65,Southampton
191,5000000.0,32.0,Centre-Forward,68.0,63.0,1.09,7.0,5.0,0.0,31.0,24.0,8.0,0.0,0.0,0.0,1206.0,3.27,Southampton
192,2000000.0,19.0,Centre-Forward,44.0,44.0,1.55,21.0,6.0,0.0,9.0,12.0,5.0,0.0,0.0,2.0,318.0,3.24,Southampton
193,8000000.0,28.0,Centre-Back,68.0,54.0,1.13,2.0,0.0,1.0,4.0,5.0,8.0,1.0,1.0,0.0,1.3,4.31,Watford
194,6000000.0,29.0,Centre-Back,78.0,77.0,1.42,5.0,4.0,0.0,2.0,7.0,17.0,0.0,0.0,0.0,2.71,6.7,Watford
195,5000000.0,30.0,Centre-Back,53.0,48.0,1.33,3.0,1.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,1.19,498.58,Watford
196,3000000.0,33.0,Centre-Back,79.0,62.0,1.29,1.0,1.0,0.0,11.0,3.0,8.0,0.0,0.0,0.0,2.39,4.8,Watford
197,2500000.0,32.0,Centre-Back,35.0,24.0,1.17,0.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,104.66,Watford
198,5000000.0,25.0,Left-Back,82.0,55.0,1.18,0.0,4.0,0.0,6.0,13.0,15.0,0.0,1.0,0.0,0.0,4.31,Watford
199,2500000.0,29.0,Left-Back,36.0,25.0,1.36,0.0,2.0,0.0,2.0,1.0,9.0,1.0,1.0,0.0,0.0,956.09,Watford
200,2000000.0,35.0,Left-Back,71.0,63.0,1.29,3.0,10.0,0.0,4.0,5.0,20.0,1.0,1.0,0.0,906.0,5.3,Watford
201,6000000.0,30.0,Right-Back,66.0,47.0,1.36,3.0,2.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,662.0,3.79,Watford
202,6000000.0,28.0,Right-Back,61.0,57.0,1.21,2.0,2.0,0.0,11.0,11.0,4.0,0.0,0.0,0.0,4.21,4.21,Watford
203,3500000.0,26.0,Right-Back,56.0,48.0,1.54,3.0,5.0,0.0,6.0,15.0,10.0,0.0,0.0,0.0,698.0,3.66,Watford
204,8000000.0,31.0,Defensive Midfield,78.0,65.0,1.32,7.0,3.0,0.0,7.0,9.0,19.0,0.0,1.0,0.0,1423.0,5.11,Watford
205,7000000.0,24.0,Defensive Midfield,31.0,19.0,1.47,0.0,0.0,0.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,1062.0,Watford
206,25000000.0,26.0,Central Midfield,79.0,79.0,1.32,12.0,10.0,1.0,3.0,3.0,19.0,0.0,0.0,0.0,1176.0,6.88,Watford
207,18000000.0,24.0,Central Midfield,58.0,56.0,1.32,5.0,9.0,0.0,7.0,33.0,5.0,0.0,0.0,0.0,1511.0,4.0,Watford
208,7000000.0,30.0,Central Midfield,44.0,42.0,1.43,2.0,4.0,0.0,13.0,5.0,3.0,1.0,0.0,0.0,664.01,664.01,Watford
209,5000000.0,19.0,Central Midfield,56.0,35.0,1.57,4.0,2.0,0.0,9.0,10.0,2.0,0.0,0.0,0.0,1147.0,724.57,Watford
210,150000.0,20.0,Central Midfield,58.0,50.0,1.68,1.0,7.0,0.0,16.0,10.0,1.0,0.0,0.0,0.0,1.27,3.43,Watford
211,13000000.0,28.0,Attacking Midfield,71.0,70.0,1.23,11.0,7.0,0.0,15.0,24.0,6.0,0.0,0.0,0.0,862.0,4.83,Watford
212,5000000.0,23.0,Left Winger,59.0,45.0,1.05,4.0,3.0,0.0,25.0,13.0,5.0,0.0,0.0,0.0,351.0,542.4,Watford
213,30000000.0,21.0,Right Winger,77.0,77.0,1.58,18.0,16.0,0.0,7.0,26.0,11.0,0.0,0.0,0.0,714.0,6.13,Watford
214,25000000.0,25.0,Right Winger,65.0,57.0,1.58,15.0,8.0,0.0,14.0,37.0,4.0,0.0,0.0,0.0,633.0,3.61,Watford
215,15000000.0,28.0,Centre-Forward,78.0,67.0,1.19,14.0,6.0,0.0,34.0,22.0,3.0,0.0,0.0,0.0,505.0,3.26,Watford
216,12000000.0,28.0,Centre-Forward,62.0,57.0,1.74,15.0,3.0,0.0,25.0,15.0,3.0,0.0,0.0,1.0,354.0,606.33,Watford
217,10000000.0,31.0,Centre-Forward,70.0,68.0,1.22,17.0,8.0,0.0,14.0,13.0,5.0,0.0,2.0,5.0,606.0,4.97,Watford
218,20000000.0,27.0,Centre-Back,84.0,77.0,1.02,3.0,2.0,4.0,0.0,1.0,13.0,1.0,0.0,0.0,5.21,6.9,Brighton
219,15000000.0,24.0,Centre-Back,80.0,76.0,1.44,3.0,2.0,0.0,5.0,5.0,11.0,0.0,0.0,0.0,1.32,6.29,Brighton
220,12000000.0,27.0,Centre-Back,78.0,78.0,1.06,5.0,5.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,714.0,6.95,Brighton
221,3000000.0,27.0,Centre-Back,87.0,70.0,1.83,6.0,2.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,783.0,6.24,Brighton
222,2000000.0,31.0,Centre-Back,54.0,25.0,1.2,1.0,0.0,0.0,4.0,3.0,7.0,1.0,0.0,0.0,801.0,802.2,Brighton
223,9000000.0,24.0,Left-Back,84.0,54.0,1.39,1.0,2.0,0.0,11.0,3.0,7.0,0.0,0.0,0.0,1.85,4.11,Brighton
224,2000000.0,31.0,Left-Back,73.0,52.0,1.08,0.0,0.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,4.43,Brighton
225,8000000.0,28.0,Right-Back,73.0,60.0,1.4,0.0,5.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,5.19,Brighton
226,2000000.0,30.0,Right-Back,44.0,28.0,0.79,0.0,1.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,144.69,Brighton
227,4500000.0,20.0,Defensive Midfield,70.0,61.0,1.61,2.0,0.0,0.0,10.0,8.0,10.0,2.0,0.0,0.0,1.48,4.62,Brighton
228,15000000.0,23.0,Central Midfield,74.0,62.0,1.05,4.0,2.0,0.0,21.0,12.0,11.0,0.0,0.0,0.0,621.29,4.15,Brighton
229,15000000.0,28.0,Central Midfield,79.0,77.0,1.07,1.0,6.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0,2.85,6.28,Brighton
230,14000000.0,29.0,Central Midfield,68.0,68.0,0.76,7.0,5.0,0.0,8.0,6.0,8.0,0.0,0.0,2.0,1585.0,5.55,Brighton
231,10000000.0,28.0,Central Midfield,69.0,66.0,0.96,10.0,11.0,0.0,5.0,40.0,3.0,0.0,0.0,2.0,1093.0,5.02,Brighton
232,6000000.0,29.0,Central Midfield,76.0,74.0,1.14,2.0,4.0,0.0,1.0,6.0,13.0,0.0,1.0,0.0,6.33,6.33,Brighton
233,350000.0,35.0,Central Midfield,43.0,21.0,1.43,0.0,1.0,0.0,9.0,8.0,4.0,0.0,1.0,0.0,0.0,1159.0,Brighton
234,8000000.0,25.0,Left Midfield,81.0,77.0,1.09,3.0,9.0,0.0,26.0,23.0,4.0,0.0,0.0,0.0,3.38,4.65,Brighton
236,16000000.0,24.0,Left Winger,66.0,66.0,1.85,30.0,15.0,0.0,7.0,21.0,2.0,0.0,0.0,5.0,351.0,5.21,Brighton
237,10000000.0,27.0,Left Winger,64.0,56.0,1.16,5.0,6.0,0.0,21.0,19.0,5.0,0.0,0.0,0.0,456.0,908.28,Brighton
238,12000000.0,26.0,Right Winger,69.0,64.0,1.74,22.0,14.0,0.0,7.0,27.0,9.0,0.0,0.0,4.0,151.0,4.84,Brighton
239,18000000.0,23.0,Centre-Forward,98.0,95.0,1.43,41.0,14.0,0.0,20.0,23.0,18.0,0.0,0.0,6.0,346.0,6.65,Brighton
240,3000000.0,36.0,Centre-Forward,82.0,80.0,1.06,29.0,1.0,0.0,23.0,30.0,14.0,0.0,0.0,8.0,342.0,4.96,Brighton
241,2500000.0,19.0,Centre-Forward,45.0,43.0,1.76,25.0,3.0,0.0,10.0,11.0,1.0,0.0,0.0,0.0,266.0,3.06,Brighton
242,18000000.0,26.0,Centre-Back,77.0,75.0,1.36,3.0,1.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,1.2,6.6,Burnley
243,10000000.0,30.0,Centre-Back,77.0,73.0,1.18,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.6,Burnley
244,10000000.0,26.0,Centre-Back,82.0,56.0,1.59,2.0,3.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,427.55,427.55,Burnley
245,2500000.0,29.0,Centre-Back,79.0,31.0,1.07,2.0,4.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,2.85,2.85,Burnley
246,7000000.0,26.0,Left-Back,79.0,59.0,1.05,0.0,2.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,5.09,Burnley
247,5000000.0,31.0,Left-Back,74.0,70.0,1.23,3.0,6.0,0.0,2.0,8.0,11.0,0.0,0.0,0.0,1.09,6.06,Burnley
248,5000000.0,30.0,Right-Back,79.0,51.0,1.26,0.0,3.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,4.46,Burnley
249,1500000.0,34.0,Right-Back,74.0,38.0,1.21,0.0,0.0,1.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,3.43,Burnley
250,15000000.0,30.0,Defensive Midfield,86.0,86.0,1.27,6.0,4.0,0.0,5.0,2.0,14.0,0.0,0.0,0.0,2.47,7.42,Burnley
251,7000000.0,29.0,Defensive Midfield,87.0,63.0,1.33,2.0,9.0,0.0,11.0,6.0,9.0,0.0,0.0,0.0,1.69,4.79,Burnley
252,10000000.0,27.0,Central Midfield,84.0,77.0,1.19,5.0,4.0,0.0,14.0,31.0,5.0,0.0,0.0,0.0,913.26,5.25,Burnley
253,8000000.0,29.0,Central Midfield,35.0,23.0,2.05,1.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,1.15,31.15,Burnley
254,8000000.0,27.0,Left Midfield,39.0,34.0,1.15,3.0,4.0,0.0,11.0,8.0,6.0,0.0,1.0,0.0,468.0,761.4,Burnley
255,15000000.0,19.0,Left Winger,32.0,27.0,1.3,3.0,5.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,669.0,2.01,Burnley
256,10000000.0,29.0,Right Winger,77.0,74.0,1.19,5.0,15.0,0.0,16.0,18.0,7.0,0.0,0.0,0.0,761.52,5.33,Burnley
257,5000000.0,32.0,Right Winger,57.0,55.0,1.16,1.0,5.0,0.0,13.0,23.0,4.0,0.0,0.0,0.0,1.56,3.68,Burnley
258,18000000.0,27.0,Centre-Forward,77.0,75.0,1.32,25.0,5.0,0.0,19.0,32.0,3.0,0.0,0.0,3.0,395.0,4.97,Burnley
259,10000000.0,30.0,Centre-Forward,86.0,82.0,1.21,23.0,2.0,1.0,28.0,20.0,20.0,0.0,0.0,3.0,464.0,5.29,Burnley
260,10000000.0,30.0,Centre-Forward,92.0,90.0,1.29,33.0,8.0,0.0,6.0,31.0,8.0,0.0,1.0,9.0,482.0,7.39,Burnley
261,8000000.0,27.0,Centre-Forward,87.0,61.0,1.41,24.0,6.0,0.0,19.0,35.0,3.0,0.0,0.0,7.0,411.0,561.88,Burnley
